Gewerk;Unternehmen;PPS_Nummer;PLZ
Estrich CT;K&A;1643;66
Estrich CT;ES.RO;1033;67
Estrich CT;K&A;1643;67
Estrich CT;ES.RO;1033;68
Estrich CT;K&A;1643;68
Estrich CT;ES.RO;1033;69
Estrich CT;K&A;1643;69
Estrich CT;Karadag;1651;69
Estrich CT;K&A;1643;70
Estrich CT;Karadag;1651;70
Estrich CT;K&A;1643;71
Estrich CT;Karadag;1651;71
Estrich CT;K&A;1643;72
Estrich CT;Karadag;1651;72
Estrich CT;K&A;1643;73
Estrich CT;Karadag;1651;73
Estrich CT;K&A;1643;74
Estrich CT;Karadag;1651;74
Estrich CT;K&A;1643;75
Estrich CT;Karadag;1651;75
Estrich CT;K&A;1643;76
Estrich CT;Karadag;1651;76
Estrich CT;K&A;1643;77
Estrich CT;Karadag;1651;77
Estrich CT;K&A;1643;78
Estrich CT;Karadag;1651;78
Estrich CT;K&A;1643;79
Estrich CT;Karadag;1651;79
Estrich CT;K&A;1643;80
Estrich CT;K&A;1643;81
Estrich CT;K&A;1643;82
Estrich CT;K&A;1643;83
Estrich CT;K&A;1643;84
Estrich CT;K&A;1643;85
Estrich CT;K&A;1643;86
Estrich CT;K&A;1643;87
Estrich CT;K&A;1643;88
Estrich CT;K&A;1643;89
Estrich CT;K&A;1643;90
Estrich CT;K&A;1643;91
Estrich CT;K&A;1643;92
Estrich CT;K&A;1643;93
Estrich CT;K&A;1643;94
Estrich CT;K&A;1643;95
Estrich CT;K&A;1643;96
Estrich CT;K&A;1643;97
Estrich CT;ES.RO;1033;97
Estrich CT;K&A;1643;98
Estrich CT;ES.RO;1033;98
Estrich CT;AtheTherm;112;99
Estrich CT;Profi EB;0;LUX
Endmontage;Messerschmidt;911;01
Endmontage;Messerschmidt;911;02
Endmontage;Messerschmidt;911;03
Endmontage;Messerschmidt;911;04
Endmontage;Messerschmidt;911;05
Endmontage;Messerschmidt;911;06
Endmontage;Messerschmidt;911;07
Endmontage;Messerschmidt;911;08
Endmontage;Messerschmidt;911;09
Endmontage;Messerschmidt;911;10
Endmontage;Messerschmidt;911;11
Endmontage;Messerschmidt;911;12
Endmontage;Messerschmidt;911;13
Endmontage;Messerschmidt;911;14
Endmontage;Messerschmidt;911;15
Endmontage;Messerschmidt;911;16
Endmontage;Messerschmidt;911;17
Endmontage;Messerschmidt;911;18
Endmontage;Messerschmidt;911;19
Endmontage;Messerschmidt;911;20
Endmontage;Messerschmidt;911;21
Endmontage;Messerschmidt;911;22
Endmontage;Messerschmidt;911;23
Endmontage;Messerschmidt;911;24
Endmontage;Messerschmidt;911;25
Endmontage;Messerschmidt;911;26
Endmontage;Messerschmidt;911;27
Endmontage;Messerschmidt;911;28
Endmontage;Messerschmidt;911;29
Endmontage;Messerschmidt;911;30
Endmontage;Messerschmidt;911;31
Endmontage;Messerschmidt;911;32
Endmontage;Messerschmidt;911;33
Endmontage;Messerschmidt;911;34
Endmontage;Heidrich;1614;35
Endmontage;Heidrich;1614;36
Endmontage;Messerschmidt;911;37
Endmontage;Messerschmidt;911;38
Endmontage;Messerschmidt;911;39
Endmontage;Messerschmidt;911;40
Endmontage;Messerschmidt;911;41
Endmontage;Messerschmidt;911;42
Endmontage;Messerschmidt;911;43
Endmontage;Messerschmidt;911;44
Endmontage;Messerschmidt;911;45
Endmontage;Messerschmidt;911;46
Endmontage;Messerschmidt;911;47
Endmontage;Messerschmidt;911;48
Endmontage;Messerschmidt;911;49
Endmontage;Heidrich;1614;50
Endmontage;Heidrich;1614;51
Endmontage;Heidrich;1614;52
Endmontage;Heidrich;1614;53
Endmontage;Heidrich;1614;54
Endmontage;Heidrich;1614;55
Endmontage;Heidrich;1614;56
Endmontage;Heidrich;1614;57
Endmontage;Messerschmidt;911;58
Endmontage;Messerschmidt;911;59
Endmontage;Heidrich;1614;60
Endmontage;Heidrich;1614;61
Endmontage;Heidrich;1614;62
Endmontage;Heidrich;1614;63
Endmontage;Heidrich;1614;64
Endmontage;Heidrich;1614;65
Endmontage;Heidrich;1614;66
Endmontage;Heidrich;1614;67
Endmontage;Heidrich;1614;68
Endmontage;Heidrich;1614;69
Endmontage;Heidelmeier;422;70
Endmontage;Heidelmeier;422;71
Endmontage;Heidelmeier;422;72
Endmontage;Heidelmeier;422;73
Endmontage;Heidrich;1614;74
Endmontage;Heidrich;1614;75
Endmontage;Heidrich;1614;76
Endmontage;Heidelmeier;422;77
Endmontage;Heidelmeier;422;78
Endmontage;Heidelmeier;422;79
Endmontage;Heidelmeier;422;80
Endmontage;Heidelmeier;422;81
Endmontage;Heidelmeier;422;82
Endmontage;Heidelmeier;422;83
Endmontage;Heidelmeier;422;84
Endmontage;Heidelmeier;422;85
Endmontage;Heidelmeier;422;86
Endmontage;Heidelmeier;422;87
Endmontage;Heidelmeier;422;88
Endmontage;Heidelmeier;422;89
Endmontage;Heidelmeier;422;90
Endmontage;Heidelmeier;422;91
Endmontage;Heidelmeier;422;92
Endmontage;Heidelmeier;422;93
Endmontage;Heidelmeier;422;94
Endmontage;Heidelmeier;422;95
Endmontage;Heidelmeier;422;96
Endmontage;Heidelmeier;422;97
Endmontage;Messerschmidt;911;98
Endmontage;Messerschmidt;911;99
Endmontage;Heidelmeier;422;LUX
Finisher;Hentschel;1821,1845;01
Finisher;Salow;1051;01
Finisher;Schmidt;1137,1443;01
Finisher;Rasche;1848;01
Finisher;Porath;1898;01
Finisher;Schwanke;0;01
Finisher;Unger;1923;01
Finisher;Hentschel;1821,1845;02
Finisher;Salow;1051;02
Finisher;Schmidt;1137,1443;02
Finisher;Rasche;1848;02
Finisher;Porath;1898;02
Finisher;Schwanke;0;02
Finisher;Unger;1923;02
Finisher;Hentschel;1821,1845;03
Finisher;Salow;1051;03
Finisher;Schmidt;1137,1443;03
Finisher;Rasche;1848;03
Finisher;Porath;1898;03
Finisher;Schwanke;0;03
Finisher;Unger;1923;03
Finisher;Hentschel;1821,1845;04
Finisher;Salow;1051;04
Finisher;Schmidt;1137,1443;04
Finisher;Rasche;1848;04
Finisher;Porath;1898;04
Finisher;Objekteinr. Kirchner;0;04
Finisher;Schwanke;0;04
Finisher;Unger;1923;04
Finisher;Hentschel;1821,1845;05
Finisher;Salow;1051;05
Finisher;Schmidt;1137,1443;05
Finisher;Rasche;1848;05
Finisher;Porath;1898;05
Finisher;Schwanke;0;05
Finisher;Unger;1923;05
Finisher;Hentschel;1821,1845;06
Finisher;Salow;1051;06
Finisher;Schmidt;1137,1443;06
Finisher;Rasche;1848;06
Finisher;Porath;1898;06
Finisher;Objekteinr. Kirchner;0;06
Finisher;Schwanke;0;06
Finisher;Unger;1923;06
Finisher;Hentschel;1821,1845;07
Finisher;Salow;1051;07
Finisher;Schmidt;1137,1443;07
Finisher;Rasche;1848;07
Finisher;Porath;1898;07
Finisher;Objekteinr. Kirchner;0;07
Finisher;Schwanke;0;07
Finisher;Unger;1923;07
Finisher;Hentschel;1821,1845;08
Finisher;Salow;1051;08
Finisher;Schmidt;1137,1443;08
Finisher;Rasche;1848;08
Finisher;Porath;1898;08
Finisher;Objekteinr. Kirchner;0;08
Finisher;Schwanke;0;08
Finisher;Unger;1923;08
Finisher;Hentschel;1821,1845;09
Finisher;Salow;1051;09
Finisher;Schmidt;1137,1443;09
Finisher;Rasche;1848;09
Finisher;Porath;1898;09
Finisher;Objekteinr. Kirchner;0;09
Finisher;Schwanke;0;09
Finisher;Unger;1923;09
Finisher;Porath;1898;10
Finisher;Salow;1051;10
Finisher;Schmidt;1137,1443;10
Finisher;Rasche;1848;10
Finisher;Hentschel;1821,1845;10
Finisher;Porath;1898;11
Finisher;Salow;1051;11
Finisher;Schmidt;1137,1443;11
Finisher;Rasche;1848;11
Finisher;Hentschel;1821,1845;11
Finisher;Porath;1898;12
Finisher;Salow;1051;12
Finisher;Schmidt;1137,1443;12
Finisher;Rasche;1848;12
Finisher;Hentschel;1821,1845;12
Finisher;Porath;1898;13
Finisher;Salow;1051;13
Finisher;Schmidt;1137,1443;13
Finisher;Rasche;1848;13
Finisher;Hentschel;1821,1845;13
Finisher;Porath;1898;14
Finisher;Salow;1051;14
Finisher;Schmidt;1137,1443;14
Finisher;Rasche;1848;14
Finisher;Hentschel;1821,1845;14
Finisher;Objekteinr. Kirchner;0;14
Finisher;Porath;1898;15
Finisher;Salow;1051;15
Finisher;Schmidt;1137,1443;15
Finisher;Rasche;1848;15
Finisher;Hentschel;1821,1845;15
Finisher;Porath;1898;16
Finisher;Salow;1051;16
Finisher;Schmidt;1137,1443;16
Finisher;Rasche;1848;16
Finisher;Hentschel;1821,1845;16
Finisher;Porath;1898;17
Finisher;Salow;1051;17
Finisher;Schmidt;1137,1443;17
Finisher;Rasche;1848;17
Finisher;Hentschel;1821,1845;17
Finisher;Porath;1898;18
Finisher;Salow;1051;18
Finisher;Schmidt;1137,1443;18
Finisher;Rasche;1848;18
Finisher;Hentschel;1821,1845;18
Finisher;Porath;1898;19
Finisher;Salow;1051;19
Finisher;Schmidt;1137,1443;19
Finisher;Rasche;1848;19
Finisher;Hentschel;1821,1845;19
Finisher;Schmidt;1137,1443;20
Finisher;Salow;1051;20
Finisher;Harald Kirchner;0;20
Finisher;Rasche;1848;20
Finisher;Porath;1898;20
Finisher;Schmidt;1137,1443;21
Finisher;Salow;1051;21
Finisher;Harald Kirchner;0;21
Finisher;Rasche;1848;21
Finisher;Porath;1898;21
Finisher;Objekteinr. Kirchner;0;21
Finisher;Schmidt;1137,1443;22
Finisher;Salow;1051;22
Finisher;Harald Kirchner;0;22
Finisher;Rasche;1848;22
Finisher;Porath;1898;22
Finisher;Schmidt;1137,1443;23
Finisher;Salow;1051;23
Finisher;Harald Kirchner;0;23
Finisher;Rasche;1848;23
Finisher;Porath;1898;23
Finisher;Schmidt;1137,1443;24
Finisher;Salow;1051;24
Finisher;Harald Kirchner;0;24
Finisher;Rasche;1848;24
Finisher;Porath;1898;24
Finisher;Schmidt;1137,1443;25
Finisher;Salow;1051;25
Finisher;Harald Kirchner;0;25
Finisher;Rasche;1848;25
Finisher;Porath;1898;25
Finisher;Schmidt;1137,1443;26
Finisher;Salow;1051;26
Finisher;Harald Kirchner;0;26
Finisher;Rasche;1848;26
Finisher;Porath;1898;26
Finisher;Schmidt;1137,1443;27
Finisher;Salow;1051;27
Finisher;Harald Kirchner;0;27
Finisher;Rasche;1848;27
Finisher;Porath;1898;27
Finisher;Objekteinr. Kirchner;0;27
Finisher;Schmidt;1137,1443;28
Finisher;Salow;1051;28
Finisher;Harald Kirchner;0;28
Finisher;Rasche;1848;28
Finisher;Porath;1898;28
Finisher;Objekteinr. Kirchner;0;28
Finisher;Schmidt;1137,1443;29
Finisher;Salow;1051;29
Finisher;Harald Kirchner;0;29
Finisher;Rasche;1848;29
Finisher;Porath;1898;29
Finisher;Objekteinr. Kirchner;0;29
Finisher;Salow;1051;30
Finisher;Harald Kirchner;0;30
Finisher;Schmidt;1137,1443;30
Finisher;Rasche;1848;30
Finisher;Porath;1898;30
Finisher;Objekteinr. Kirchner;0;30
Finisher;Salow;1051;31
Finisher;Harald Kirchner;0;31
Finisher;Schmidt;1137,1443;31
Finisher;Rasche;1848;31
Finisher;Porath;1898;31
Finisher;Objekteinr. Kirchner;0;31
Finisher;Salow;1051;32
Finisher;Harald Kirchner;0;32
Finisher;Schmidt;1137,1443;32
Finisher;Rasche;1848;32
Finisher;Porath;1898;32
Finisher;Objekteinr. Kirchner;0;32
Finisher;Salow;1051;33
Finisher;Harald Kirchner;0;33
Finisher;Schmidt;1137,1443;33
Finisher;Rasche;1848;33
Finisher;Porath;1898;33
Finisher;Objekteinr. Kirchner;0;33
Finisher;Objekteinr. Kirchner;0;34
Finisher;Salow;1051;34
Finisher;Schmidt;1137,1443;34
Finisher;Rasche;1848;34
Finisher;Porath;1898;34
Finisher;Objekteinr. Kirchner;0;35
Finisher;Salow;1051;35
Finisher;Schmidt;1137,1443;35
Finisher;Rasche;1848;35
Finisher;Porath;1898;35
Finisher;Objekteinr. Kirchner;0;36
Finisher;Salow;1051;36
Finisher;Schmidt;1137,1443;36
Finisher;Rasche;1848;36
Finisher;Porath;1898;36
Finisher;Objekteinr. Kirchner;0;37
Finisher;Salow;1051;37
Finisher;Schmidt;1137,1443;37
Finisher;Rasche;1848;37
Finisher;Porath;1898;37
Finisher;Salow;1051;38
Finisher;Harald Kirchner;0;38
Finisher;Schmidt;1137,1443;38
Finisher;Rasche;1848;38
Finisher;Porath;1898;38
Finisher;Objekteinr. Kirchner;0;38
Finisher;Salow;1051;39
Finisher;Harald Kirchner;0;39
Finisher;Schmidt;1137,1443;39
Finisher;Rasche;1848;39
Finisher;Porath;1898;39
Finisher;Objekteinr. Kirchner;0;39
Finisher;Salow;1051;40
Finisher;Harald Kirchner;0;40
Finisher;Schmidt;1137,1443;40
Finisher;Rasche;1848;40
Finisher;Porath;1898;40
Finisher;Salow;1051;41
Finisher;Harald Kirchner;0;41
Finisher;Schmidt;1137,1443;41
Finisher;Rasche;1848;41
Finisher;Porath;1898;41
Finisher;Salow;1051;42
Finisher;Harald Kirchner;0;42
Finisher;Schmidt;1137,1443;42
Finisher;Rasche;1848;42
Finisher;Porath;1898;42
Finisher;Salow;1051;43
Finisher;Harald Kirchner;0;43
Finisher;Schmidt;1137,1443;43
Finisher;Rasche;1848;43
Finisher;Porath;1898;43
Finisher;Salow;1051;44
Finisher;Harald Kirchner;0;44
Finisher;Schmidt;1137,1443;44
Finisher;Rasche;1848;44
Finisher;Porath;1898;44
Finisher;Objekteinr. Kirchner;0;44
Finisher;Salow;1051;45
Finisher;Harald Kirchner;0;45
Finisher;Schmidt;1137,1443;45
Finisher;Rasche;1848;45
Finisher;Porath;1898;45
Finisher;Salow;1051;46
Finisher;Harald Kirchner;0;46
Finisher;Schmidt;1137,1443;46
Finisher;Rasche;1848;46
Finisher;Porath;1898;46
Finisher;Salow;1051;47
Finisher;Harald Kirchner;0;47
Finisher;Schmidt;1137,1443;47
Finisher;Rasche;1848;47
Finisher;Porath;1898;47
Finisher;Salow;1051;48
Finisher;Harald Kirchner;0;48
Finisher;Schmidt;1137,1443;48
Finisher;Rasche;1848;48
Finisher;Porath;1898;48
Finisher;Objekteinr. Kirchner;0;48
Finisher;Salow;1051;49
Finisher;Harald Kirchner;0;49
Finisher;Schmidt;1137,1443;49
Finisher;Rasche;1848;49
Finisher;Porath;1898;49
Finisher;Objekteinr. Kirchner;0;49
Finisher;Salow;1051;50
Finisher;Harald Kirchner;0;50
Finisher;Schmidt;1137,1443;50
Finisher;Hentschel;1821,1845;50
Finisher;Porath;1898;50
Finisher;Salow;1051;51
Finisher;Harald Kirchner;0;51
Finisher;Schmidt;1137,1443;51
Finisher;Hentschel;1821,1845;51
Finisher;Porath;1898;51
Finisher;Objekteinr. Kirchner;0;51
Finisher;Salow;1051;52
Finisher;Harald Kirchner;0;52
Finisher;Schmidt;1137,1443;52
Finisher;Hentschel;1821,1845;52
Finisher;Porath;1898;52
Finisher;Salow;1051;53
Finisher;Harald Kirchner;0;53
Finisher;Schmidt;1137,1443;53
Finisher;Hentschel;1821,1845;53
Finisher;Porath;1898;53
Finisher;Salow;1051;54
Finisher;Harald Kirchner;0;54
Finisher;Schmidt;1137,1443;54
Finisher;Hentschel;1821,1845;54
Finisher;Porath;1898;54
Finisher;Salow;1051;55
Finisher;Harald Kirchner;0;55
Finisher;Schmidt;1137,1443;55
Finisher;Hentschel;1821,1845;55
Finisher;Porath;1898;55
Finisher;Salow;1051;56
Finisher;Harald Kirchner;0;56
Finisher;Schmidt;1137,1443;56
Finisher;Hentschel;1821,1845;56
Finisher;Porath;1898;56
Finisher;Objekteinr. Kirchner;0;56
Finisher;Salow;1051;57
Finisher;Harald Kirchner;0;57
Finisher;Schmidt;1137,1443;57
Finisher;Hentschel;1821,1845;57
Finisher;Porath;1898;57
Finisher;Objekteinr. Kirchner;0;57
Finisher;Salow;1051;58
Finisher;Harald Kirchner;0;58
Finisher;Schmidt;1137,1443;58
Finisher;Hentschel;1821,1845;58
Finisher;Porath;1898;58
Finisher;Objekteinr. Kirchner;0;58
Finisher;Salow;1051;59
Finisher;Harald Kirchner;0;59
Finisher;Schmidt;1137,1443;59
Finisher;Hentschel;1821,1845;59
Finisher;Porath;1898;59
Finisher;Objekteinr. Kirchner;0;59
Finisher;Harald Kirchner;0;60
Finisher;Hentschel;1821,1845;60
Finisher;Salow;1051;60
Finisher;Schmidt;1137,1443;60
Finisher;Porath;1898;60
Finisher;Williams;1899;60
Finisher;Objekteinr. Kirchner;0;60
Finisher;Harald Kirchner;0;61
Finisher;Hentschel;1821,1845;61
Finisher;Salow;1051;61
Finisher;Schmidt;1137,1443;61
Finisher;Porath;1898;61
Finisher;Williams;1899;61
Finisher;Objekteinr. Kirchner;0;61
Finisher;Harald Kirchner;0;62
Finisher;Hentschel;1821,1845;62
Finisher;Salow;1051;62
Finisher;Schmidt;1137,1443;62
Finisher;Porath;1898;62
Finisher;Williams;1899;62
Finisher;Harald Kirchner;0;63
Finisher;Hentschel;1821,1845;63
Finisher;Salow;1051;63
Finisher;Schmidt;1137,1443;63
Finisher;Porath;1898;63
Finisher;Williams;1899;63
Finisher;Objekteinr. Kirchner;0;63
Finisher;Harald Kirchner;0;64
Finisher;Hentschel;1821,1845;64
Finisher;Salow;1051;64
Finisher;Schmidt;1137,1443;64
Finisher;Porath;1898;64
Finisher;Williams;1899;64
Finisher;Objekteinr. Kirchner;0;64
Finisher;Harald Kirchner;0;65
Finisher;Hentschel;1821,1845;65
Finisher;Salow;1051;65
Finisher;Schmidt;1137,1443;65
Finisher;Porath;1898;65
Finisher;Williams;1899;65
Finisher;Objekteinr. Kirchner;0;65
Finisher;Harald Kirchner;0;66
Finisher;Hentschel;1821,1845;66
Finisher;Salow;1051;66
Finisher;Schmidt;1137,1443;66
Finisher;Porath;1898;66
Finisher;Harald Kirchner;0;67
Finisher;Hentschel;1821,1845;67
Finisher;Salow;1051;67
Finisher;Schmidt;1137,1443;67
Finisher;Porath;1898;67
Finisher;Harald Kirchner;0;68
Finisher;Hentschel;1821,1845;68
Finisher;Salow;1051;68
Finisher;Schmidt;1137,1443;68
Finisher;Porath;1898;68
Finisher;Williams;1899;68
Finisher;Harald Kirchner;0;69
Finisher;Hentschel;1821,1845;69
Finisher;Salow;1051;69
Finisher;Schmidt;1137,1443;69
Finisher;Porath;1898;69
Finisher;Williams;1899;69
Finisher;Brandt;1447,961;69
Finisher;Salow;1051;70
Finisher;Brandt;1447,961;70
Finisher;Hentschel;1821,1845;70
Finisher;Harald Kirchner;0;70
Finisher;Schmidt;1137,1443;70
Finisher;Porath;1898;70
Finisher;Williams;1899;70
Finisher;Salow;1051;71
Finisher;Brandt;1447,961;71
Finisher;Hentschel;1821,1845;71
Finisher;Harald Kirchner;0;71
Finisher;Schmidt;1137,1443;71
Finisher;Porath;1898;71
Finisher;Williams;1899;71
Finisher;Salow;1051;72
Finisher;Brandt;1447,961;72
Finisher;Hentschel;1821,1845;72
Finisher;Harald Kirchner;0;72
Finisher;Schmidt;1137,1443;72
Finisher;Porath;1898;72
Finisher;Salow;1051;73
Finisher;Brandt;1447,961;73
Finisher;Hentschel;1821,1845;73
Finisher;Harald Kirchner;0;73
Finisher;Schmidt;1137,1443;73
Finisher;Porath;1898;73
Finisher;Williams;1899;73
Finisher;Salow;1051;74
Finisher;Brandt;1447,961;74
Finisher;Hentschel;1821,1845;74
Finisher;Harald Kirchner;0;74
Finisher;Schmidt;1137,1443;74
Finisher;Porath;1898;74
Finisher;Salow;1051;75
Finisher;Brandt;1447,961;75
Finisher;Hentschel;1821,1845;75
Finisher;Harald Kirchner;0;75
Finisher;Schmidt;1137,1443;75
Finisher;Porath;1898;75
Finisher;Salow;1051;76
Finisher;Brandt;1447,961;76
Finisher;Hentschel;1821,1845;76
Finisher;Harald Kirchner;0;76
Finisher;Schmidt;1137,1443;76
Finisher;Porath;1898;76
Finisher;Salow;1051;77
Finisher;Brandt;1447,961;77
Finisher;Hentschel;1821,1845;77
Finisher;Harald Kirchner;0;77
Finisher;Schmidt;1137,1443;77
Finisher;Porath;1898;77
Finisher;Salow;1051;78
Finisher;Brandt;1447,961;78
Finisher;Hentschel;1821,1845;78
Finisher;Harald Kirchner;0;78
Finisher;Schmidt;1137,1443;78
Finisher;Porath;1898;78
Finisher;Salow;1051;79
Finisher;Brandt;1447,961;79
Finisher;Hentschel;1821,1845;79
Finisher;Harald Kirchner;0;79
Finisher;Schmidt;1137,1443;79
Finisher;Porath;1898;79
Finisher;Hentschel;1821,1845;80
Finisher;Salow;1051;80
Finisher;Schmidt;1137,1443;80
Finisher;Harald Kirchner;0;80
Finisher;Porath;1898;80
Finisher;Brandt;1447,961;80
Finisher;Hentschel;1821,1845;81
Finisher;Salow;1051;81
Finisher;Schmidt;1137,1443;81
Finisher;Harald Kirchner;0;81
Finisher;Porath;1898;81
Finisher;Brandt;1447,961;81
Finisher;Hentschel;1821,1845;82
Finisher;Salow;1051;82
Finisher;Schmidt;1137,1443;82
Finisher;Harald Kirchner;0;82
Finisher;Porath;1898;82
Finisher;Brandt;1447,961;82
Finisher;Hentschel;1821,1845;83
Finisher;Salow;1051;83
Finisher;Schmidt;1137,1443;83
Finisher;Harald Kirchner;0;83
Finisher;Porath;1898;83
Finisher;Brandt;1447,961;83
Finisher;Hentschel;1821,1845;84
Finisher;Salow;1051;84
Finisher;Schmidt;1137,1443;84
Finisher;Harald Kirchner;0;84
Finisher;Porath;1898;84
Finisher;Brandt;1447,961;84
Finisher;Hentschel;1821,1845;85
Finisher;Salow;1051;85
Finisher;Schmidt;1137,1443;85
Finisher;Harald Kirchner;0;85
Finisher;Porath;1898;85
Finisher;Brandt;1447,961;85
Finisher;Hentschel;1821,1845;86
Finisher;Salow;1051;86
Finisher;Schmidt;1137,1443;86
Finisher;Harald Kirchner;0;86
Finisher;Porath;1898;86
Finisher;Brandt;1447,961;86
Finisher;Hentschel;1821,1845;87
Finisher;Salow;1051;87
Finisher;Schmidt;1137,1443;87
Finisher;Harald Kirchner;0;87
Finisher;Porath;1898;87
Finisher;Brandt;1447,961;87
Finisher;Hentschel;1821,1845;88
Finisher;Salow;1051;88
Finisher;Schmidt;1137,1443;88
Finisher;Harald Kirchner;0;88
Finisher;Porath;1898;88
Finisher;Brandt;1447,961;88
Finisher;Hentschel;1821,1845;89
Finisher;Salow;1051;89
Finisher;Schmidt;1137,1443;89
Finisher;Harald Kirchner;0;89
Finisher;Porath;1898;89
Finisher;Brandt;1447,961;89
Finisher;Hentschel;1821,1845;90
Finisher;Objekteinr. Kirchner;0;90
Finisher;Salow;1051;90
Finisher;Harald Kirchner;0;90
Finisher;Porath;1898;90
Finisher;Williams;1899;90
Finisher;Schwanke;0;90
Finisher;Unger;1923;90
Finisher;Hentschel;1821,1845;91
Finisher;Objekteinr. Kirchner;0;91
Finisher;Salow;1051;91
Finisher;Harald Kirchner;0;91
Finisher;Porath;1898;91
Finisher;Williams;1899;91
Finisher;Schwanke;0;91
Finisher;Unger;1923;91
Finisher;Hentschel;1821,1845;92
Finisher;Harald Kirchner;0;92
Finisher;Salow;1051;92
Finisher;Schmidt;1137,1443;92
Finisher;Porath;1898;92
Finisher;Schwanke;0;92
Finisher;Unger;1923;92
Finisher;Hentschel;1821,1845;93
Finisher;Harald Kirchner;0;93
Finisher;Salow;1051;93
Finisher;Schmidt;1137,1443;93
Finisher;Porath;1898;93
Finisher;Schwanke;0;93
Finisher;Unger;1923;93
Finisher;Hentschel;1821,1845;94
Finisher;Harald Kirchner;0;94
Finisher;Salow;1051;94
Finisher;Schmidt;1137,1443;94
Finisher;Porath;1898;94
Finisher;Hentschel;1821,1845;95
Finisher;Objekteinr. Kirchner;0;95
Finisher;Salow;1051;95
Finisher;Harald Kirchner;0;95
Finisher;Porath;1898;95
Finisher;Schwanke;0;95
Finisher;Unger;1923;95
Finisher;Hentschel;1821,1845;96
Finisher;Objekteinr. Kirchner;0;96
Finisher;Salow;1051;96
Finisher;Harald Kirchner;0;96
Finisher;Porath;1898;96
Finisher;Williams;1899;96
Finisher;Schwanke;0;96
Finisher;Unger;1923;96
Finisher;Williams;1899;97
Finisher;Objekteinr. Kirchner;0;97
Finisher;Salow;1051;97
Finisher;Harald Kirchner;0;97
Finisher;Porath;1898;97
Finisher;Hentschel;1821,1845;97
Finisher;Schwanke;0;97
Finisher;Unger;1923;97
Finisher;Objekteinr. Kirchner;0;98
Finisher;Hentschel;1821,1845;98
Finisher;Salow;1051;98
Finisher;Harald Kirchner;0;98
Finisher;Porath;1898;98
Finisher;Williams;1899;98
Finisher;Schwanke;0;98
Finisher;Unger;1923;98
Finisher;Objekteinr. Kirchner;0;99
Finisher;Hentschel;1821,1845;99
Finisher;Salow;1051;99
Finisher;Harald Kirchner;0;99
Finisher;Porath;1898;99
Finisher;Schwanke;0;99
Finisher;Unger;1923;99
Finisher;Salow;1051;LUX
Erdsonden;Protze;1452;01
Erdsonden;Erdwärmebohrer;1229;01
Erdsonden;Protze;1452;02
Erdsonden;Erdwärmebohrer;1229;02
Erdsonden;Protze;1452;03
Erdsonden;Erdwärmebohrer;1229;03
Erdsonden;Protze;1452;04
Erdsonden;Erdwärmebohrer;1229;04
Erdsonden;Protze;1452;05
Erdsonden;Erdwärmebohrer;1229;05
Erdsonden;Protze;1452;06
Erdsonden;Erdwärmebohrer;1229;06
Erdsonden;Protze;1452;07
Erdsonden;Erdwärmebohrer;1229;07
Erdsonden;Protze;1452;08
Erdsonden;Erdwärmebohrer;1229;08
Erdsonden;Protze;1452;09
Erdsonden;Erdwärmebohrer;1229;09
Erdsonden;Brück;0;10
Erdsonden;Erdwärmebohrer;1229;10
Erdsonden;Brück;0;11
Erdsonden;Erdwärmebohrer;1229;11
Erdsonden;Brück;0;12
Erdsonden;Erdwärmebohrer;1229;12
Erdsonden;Brück;0;13
Erdsonden;Erdwärmebohrer;1229;13
Erdsonden;Brück;0;14
Erdsonden;Erdwärmebohrer;1229;14
Erdsonden;Brück;0;15
Erdsonden;Erdwärmebohrer;1229;15
Erdsonden;Brück;0;16
Erdsonden;Erdwärmebohrer;1229;16
Erdsonden;Brück;0;17
Erdsonden;Erdwärmebohrer;1229;17
Erdsonden;Erdwärmebohrer;1229;18
Erdsonden;Gross;1693;18
Erdsonden;Erdwärmebohrer;1229;19
Erdsonden;Gross;1693;19
Erdsonden;Erdwärmebohrer;1229;20
Erdsonden;Gross;1693;20
Erdsonden;B&B Nord;0;20
Erdsonden;Erdwärmebohrer;1229;21
Erdsonden;Gross;1693;21
Erdsonden;Erdwärmebohrer;1229;22
Erdsonden;B&B Nord;0;22
Erdsonden;Erdwärmebohrer;1229;23
Erdsonden;B&B Nord;0;23
Erdsonden;Erdwärmebohrer;1229;24
Erdsonden;B&B Nord;0;24
Erdsonden;Erdwärmebohrer;1229;25
Erdsonden;Gross;1693;25
Erdsonden;B&B Nord;0;25
Erdsonden;Erdwärmebohrer;1229;26
Erdsonden;Gross;1693;26
Erdsonden;Erdwärmebohrer;1229;27
Erdsonden;Gross;1693;27
Erdsonden;Erdwärmebohrer;1229;28
Erdsonden;Gross;1693;28
Erdsonden;Erdwärmebohrer;1229;29
Erdsonden;Gross;1693;29
Erdsonden;Erdwärmebohrer;1229;30
Erdsonden;Gross;1693;30
Erdsonden;Erdwärmebohrer;1229;31
Erdsonden;Gross;1693;31
Erdsonden;Sadurski;0;31
Erdsonden;Bunse;1605;32
Erdsonden;Erdwärmebohrer;1229;32
Erdsonden;Gross;1693;32
Erdsonden;Sadurski;0;32
Erdsonden;Bunse;1605;33
Erdsonden;Erdwärmebohrer;1229;33
Erdsonden;Gross;1693;33
Erdsonden;Sadurski;0;33
