Gewerk;Unternehmen;PPS_Nummer;PLZ
Keller / Bodenplatte;Knecht Sora;1112;01
Keller / Bodenplatte;Glatthaar;1183;01
Keller / Bodenplatte;Knecht Sora;1112;02
Keller / Bodenplatte;Glatthaar;1183;02
Keller / Bodenplatte;Knecht Sora;1112;03
Keller / Bodenplatte;Glatthaar;1183;03
Keller / Bodenplatte;Knecht Sora;1112;04
Keller / Bodenplatte;Glatthaar;1183;04
Keller / Bodenplatte;Knecht Sora;1112;05
Keller / Bodenplatte;Glatthaar;1183;05
Keller / Bodenplatte;Knecht Sora;1112;07
Keller / Bodenplatte;Glatthaar;1183;07
Keller / Bodenplatte;Knecht Sora;1112;08
Keller / Bodenplatte;Glatthaar;1183;08
Keller / Bodenplatte;Knecht Werder;1111;10
Keller / Bodenplatte;Glatthaar;1183;10
Keller / Bodenplatte;Knecht Werder;1111;12
Keller / Bodenplatte;Glatthaar;1183;12
Keller / Bodenplatte;Knecht Werder;1111;13
Keller / Bodenplatte;Knecht Werder;1111;14
Keller / Bodenplatte;Glatthaar;1183;14
Keller / Bodenplatte;Knecht Werder;1111;15
Keller / Bodenplatte;Glatthaar;1183;15
Keller / Bodenplatte;Knecht Werder;1111;16
Keller / Bodenplatte;Knecht Werder;1111;17
Keller / Bodenplatte;Knecht Werder;1111;18
Keller / Bodenplatte;Knecht Werder;1111;19
Keller / Bodenplatte;Knecht Werder;1111;20
Keller / Bodenplatte;Knecht Werder;1111;21
Keller / Bodenplatte;Knecht Werder;1111;22
Keller / Bodenplatte;Knecht Werder;1111;23
Keller / Bodenplatte;Knecht Werder;1111;24
Keller / Bodenplatte;Knecht Werder;1111;25
Keller / Bodenplatte;Knecht Werder;1111;26
Keller / Bodenplatte;Knecht Werder;1111;27
Keller / Bodenplatte;Knecht Werder;1111;28
Keller / Bodenplatte;Knecht Werder;1111;29
Keller / Bodenplatte;Knecht Werder;1111;30
Keller / Bodenplatte;Glatthaar;1183;30
Keller / Bodenplatte;Knecht Werder;1111;31
Keller / Bodenplatte;Glatthaar;1183;31
Keller / Bodenplatte;Glatthaar;1183;32
Keller / Bodenplatte;Knecht Metzingen;0;32
Keller / Bodenplatte;Glatthaar;1183;33
Keller / Bodenplatte;Knecht Metzingen;0;33
Keller / Bodenplatte;Franzbau;1184;34
Keller / Bodenplatte;Knecht Metzingen;0;34
Keller / Bodenplatte;Glatthaar;1183;34
Keller / Bodenplatte;Franzbau;1184;35
Keller / Bodenplatte;Knecht Metzingen;0;35
Keller / Bodenplatte;Glatthaar;1183;35
Keller / Bodenplatte;Franzbau;1184;36
Keller / Bodenplatte;Knecht Metzingen;0;36
Keller / Bodenplatte;Glatthaar;1183;36
Keller / Bodenplatte;Knecht Metzingen;0;37
Keller / Bodenplatte;Glatthaar;1183;37
Keller / Bodenplatte;Knecht Werder;1111;38
Keller / Bodenplatte;Glatthaar;1183;38
Keller / Bodenplatte;Knecht Werder;1111;39
Keller / Bodenplatte;Glatthaar;1183;39
Keller / Bodenplatte;Glatthaar;1183;40
Keller / Bodenplatte;Knecht Metzingen;0;40
Keller / Bodenplatte;Glatthaar;1183;41
Keller / Bodenplatte;Knecht Metzingen;0;41
Keller / Bodenplatte;Glatthaar;1183;42
Keller / Bodenplatte;Knecht Metzingen;0;42
Keller / Bodenplatte;Glatthaar;1183;44
Keller / Bodenplatte;Knecht Metzingen;0;44
Keller / Bodenplatte;Glatthaar;1183;45
Keller / Bodenplatte;Knecht Metzingen;0;45
Keller / Bodenplatte;Glatthaar;1183;46
Keller / Bodenplatte;Knecht Metzingen;0;46
Keller / Bodenplatte;Glatthaar;1183;47
Keller / Bodenplatte;Knecht Metzingen;0;47
Keller / Bodenplatte;Glatthaar;1183;48
Keller / Bodenplatte;Knecht Metzingen;0;48
Keller / Bodenplatte;Knecht Metzingen;0;49
Keller / Bodenplatte;Glatthaar;1183;50
Keller / Bodenplatte;Knecht Metzingen;0;50
Keller / Bodenplatte;Glatthaar;1183;51
Keller / Bodenplatte;Knecht Metzingen;0;51
Keller / Bodenplatte;Glatthaar;1183;52
Keller / Bodenplatte;Knecht Metzingen;0;52
Keller / Bodenplatte;Glatthaar;1183;53
Keller / Bodenplatte;Knecht Metzingen;0;53
Keller / Bodenplatte;Glatthaar;1183;54
Keller / Bodenplatte;Knecht Metzingen;0;54
Keller / Bodenplatte;Glatthaar;1183;55
Keller / Bodenplatte;Knecht Metzingen;0;55
Keller / Bodenplatte;Glatthaar;1183;56
Keller / Bodenplatte;Knecht Metzingen;0;56
Keller / Bodenplatte;Glatthaar;1183;57
Keller / Bodenplatte;Knecht Metzingen;0;57
Keller / Bodenplatte;Glatthaar;1183;58
Keller / Bodenplatte;Knecht Metzingen;0;58
Keller / Bodenplatte;Glatthaar;1183;59
Keller / Bodenplatte;Knecht Metzingen;0;59
Keller / Bodenplatte;Franzbau;1184;60
Keller / Bodenplatte;Knecht Metzingen;0;60
Keller / Bodenplatte;Glatthaar;1183;60
Keller / Bodenplatte;Franzbau;1184;61
Keller / Bodenplatte;Knecht Metzingen;0;61
Keller / Bodenplatte;Glatthaar;1183;61
Keller / Bodenplatte;Franzbau;1184;63
Keller / Bodenplatte;Knecht Metzingen;0;63
Keller / Bodenplatte;Glatthaar;1183;63
Keller / Bodenplatte;Franzbau;1184;64
Keller / Bodenplatte;Knecht Metzingen;0;64
Keller / Bodenplatte;Glatthaar;1183;64
Keller / Bodenplatte;Glatthaar;1183;65
Keller / Bodenplatte;Knecht Metzingen;0;65
Keller / Bodenplatte;Glatthaar;1183;66
Keller / Bodenplatte;Knecht Metzingen;0;66
Keller / Bodenplatte;Glatthaar;1183;67
Keller / Bodenplatte;Knecht Metzingen;0;67
Keller / Bodenplatte;Glatthaar;1183;68
Keller / Bodenplatte;Knecht Metzingen;0;68
Keller / Bodenplatte;Knecht Metzingen;0;70
Keller / Bodenplatte;Glatthaar;1183;70
Keller / Bodenplatte;Knecht Metzingen;0;71
Keller / Bodenplatte;Glatthaar;1183;71
Keller / Bodenplatte;Knecht Metzingen;0;72
Keller / Bodenplatte;Glatthaar;1183;72
Keller / Bodenplatte;Knecht Metzingen;0;73
Keller / Bodenplatte;Glatthaar;1183;73
Keller / Bodenplatte;Knecht Metzingen;0;74
Keller / Bodenplatte;Glatthaar;1183;74
Keller / Bodenplatte;Glatthaar;1183;75
Keller / Bodenplatte;Knecht Metzingen;0;75
Keller / Bodenplatte;Glatthaar;1183;76
Keller / Bodenplatte;Knecht Metzingen;0;76
Keller / Bodenplatte;Knecht Metzingen;0;77
Keller / Bodenplatte;Knecht Metzingen;0;78
Keller / Bodenplatte;Knecht Metzingen;0;79
Keller / Bodenplatte;Knecht Metzingen;0;80
Keller / Bodenplatte;Knecht Metzingen;0;81
Keller / Bodenplatte;Knecht Metzingen;0;82
Keller / Bodenplatte;Knecht Metzingen;0;83
Keller / Bodenplatte;Knecht Metzingen;0;84
Keller / Bodenplatte;Knecht Metzingen;0;85
Keller / Bodenplatte;Knecht Metzingen;0;86
Keller / Bodenplatte;Knecht Metzingen;0;87
Keller / Bodenplatte;Glatthaar;1183;87
Keller / Bodenplatte;Knecht Metzingen;0;88
Keller / Bodenplatte;Glatthaar;1183;88
Keller / Bodenplatte;Knecht Metzingen;0;89
Keller / Bodenplatte;Glatthaar;1183;89
Keller / Bodenplatte;Knecht Metzingen;0;90
Keller / Bodenplatte;Knecht Metzingen;0;91
Keller / Bodenplatte;Knecht Metzingen;0;92
Keller / Bodenplatte;Knecht Metzingen;0;93
Keller / Bodenplatte;Knecht Metzingen;0;94
Keller / Bodenplatte;Knecht Sora;1112;95
Keller / Bodenplatte;Glatthaar;1183;95
Keller / Bodenplatte;Knecht Sora;1112;96
Keller / Bodenplatte;Glatthaar;1183;96
Keller / Bodenplatte;Knecht Metzingen;0;97
Keller / Bodenplatte;Glatthaar;1183;97
Keller / Bodenplatte;Knecht Sora;1112;98
Keller / Bodenplatte;Glatthaar;1183;98
Keller / Bodenplatte;Knecht Sora;1112;99
Keller / Bodenplatte;Glatthaar;1183;99
Keller / Bodenplatte;Knecht Metzingen;0;LUX
Gerüstbau;Hepp;502;01
Gerüstbau;Hepp;502;02
Gerüstbau;Hepp;502;03
Gerüstbau;Hepp;502;04
Gerüstbau;Hepp;502;05
Gerüstbau;Hepp;502;06
Gerüstbau;Hepp;502;07
Gerüstbau;Hepp;502;08
Gerüstbau;Hepp;502;09
Gerüstbau;Hepp;502;10
Gerüstbau;Hepp;502;11
Gerüstbau;Hepp;502;12
Gerüstbau;Hepp;502;13
Gerüstbau;Hepp;502;14
Gerüstbau;Hepp;502;15
Gerüstbau;Hepp;502;16
Gerüstbau;Hepp;502;17
Gerüstbau;Hepp;502;18
Gerüstbau;Hepp;502;19
Gerüstbau;Hepp;502;20
Gerüstbau;Hepp;502;21
Gerüstbau;Hepp;502;22
Gerüstbau;Hepp;502;23
Gerüstbau;Hepp;502;24
Gerüstbau;Hepp;502;25
Gerüstbau;Hepp;502;26
Gerüstbau;Hepp;502;27
Gerüstbau;Hepp;502;28
Gerüstbau;Hepp;502;29
Gerüstbau;Hepp;502;30
Gerüstbau;Hepp;502;31
Gerüstbau;Hepp;502;32
Gerüstbau;Hepp;502;33
Gerüstbau;Hepp;502;34
Gerüstbau;Hepp;502;35
Gerüstbau;Hepp;502;36
Gerüstbau;Hepp;502;37
Gerüstbau;Hepp;502;38
Gerüstbau;Hepp;502;39
Gerüstbau;Hepp;502;40
Gerüstbau;Hepp;502;41
Gerüstbau;Hepp;502;42
Gerüstbau;Hepp;502;43
Gerüstbau;Hepp;502;44
Gerüstbau;Hepp;502;45
Gerüstbau;Hepp;502;46
Gerüstbau;Hepp;502;47
Gerüstbau;Hepp;502;48
Gerüstbau;Hepp;502;49
Gerüstbau;Hepp;502;50
Gerüstbau;Hepp;502;51
Gerüstbau;Hepp;502;52
Gerüstbau;Hepp;502;53
Gerüstbau;Hepp;502;54
Gerüstbau;Hepp;502;55
Gerüstbau;Hepp;502;56
Gerüstbau;Hepp;502;57
Gerüstbau;Hepp;502;58
Gerüstbau;Hepp;502;59
Gerüstbau;Hepp;502;60
Gerüstbau;Hepp;502;61
Gerüstbau;Hepp;502;62
Gerüstbau;Hepp;502;63
Gerüstbau;Hepp;502;64
Gerüstbau;Hepp;502;65
Gerüstbau;Hepp;502;66
Gerüstbau;Hepp;502;67
Gerüstbau;Hepp;502;68
Gerüstbau;Hepp;502;69
Gerüstbau;Hepp;502;70
Gerüstbau;Hepp;502;71
Gerüstbau;Hepp;502;72
Gerüstbau;Hepp;502;73
Gerüstbau;Hepp;502;74
Gerüstbau;Hepp;502;75
Gerüstbau;Hepp;502;76
Gerüstbau;Hepp;502;77
Gerüstbau;Hepp;502;78
Gerüstbau;Hepp;502;79
Gerüstbau;Hepp;502;80
Gerüstbau;Hepp;502;81
Gerüstbau;Hepp;502;82
Gerüstbau;Hepp;502;83
Gerüstbau;Hepp;502;84
Gerüstbau;Hepp;502;85
Gerüstbau;Hepp;502;86
Gerüstbau;Hepp;502;87
Gerüstbau;Hepp;502;88
Gerüstbau;Hepp;502;89
Gerüstbau;Hepp;502;90
Gerüstbau;Hepp;502;91
Gerüstbau;Hepp;502;92
Gerüstbau;Hepp;502;93
Gerüstbau;Hepp;502;94
Gerüstbau;Hepp;502;95
Gerüstbau;Hepp;502;96
Gerüstbau;Hepp;502;97
Gerüstbau;Hepp;502;98
Gerüstbau;Hepp;502;99
Gerüstbau;Hepp;502;LUX
Fliesenleger;Grodon;1098;01
Fliesenleger;Riedel;1766,1959;01
Fliesenleger;Grodon;1098;02
Fliesenleger;Riedel;1766,1959;02
Fliesenleger;Grodon;1098;03
Fliesenleger;Riedel;1766,1959;03
Fliesenleger;Andre UG;0;04
Fliesenleger;Grodon;1098;04
Fliesenleger;Riedel;1766,1959;04
Fliesenleger;Grodon;1098;05
Fliesenleger;Riedel;1766,1959;05
Fliesenleger;Andre UG;0;06
Fliesenleger;Grodon;1098;06
Fliesenleger;Riedel;1766,1959;06
Fliesenleger;Grodon;1098;07
Fliesenleger;Riedel;1766,1959;07
Fliesenleger;Grodon;1098;08
Fliesenleger;Riedel;1766,1959;08
Fliesenleger;Grodon;1098;09
Fliesenleger;Riedel;1766,1959;09
Fliesenleger;Tony Kirchner;0;10
Fliesenleger;Grodon;1098;10
Fliesenleger;Riedel;1766,1959;10
Fliesenleger;Tony Kirchner;0;12
Fliesenleger;Grodon;1098;12
Fliesenleger;Riedel;1766,1959;12
Fliesenleger;Andre UG;0;12
Fliesenleger;Tony Kirchner;0;13
Fliesenleger;Grodon;1098;13
Fliesenleger;Riedel;1766,1959;13
Fliesenleger;Andre UG;0;13
Fliesenleger;Tony Kirchner;0;14
Fliesenleger;Grodon;1098;14
Fliesenleger;Riedel;1766,1959;14
Fliesenleger;Andre UG;0;14
Fliesenleger;Grodon;1098;15
Fliesenleger;Tony Kirchner;0;15
Fliesenleger;Riedel;1766,1959;15
Fliesenleger;Andre UG;0;15
Fliesenleger;Grodon;1098;16
Fliesenleger;Tony Kirchner;0;16
Fliesenleger;Riedel;1766,1959;16
Fliesenleger;Andre UG;0;16
Fliesenleger;Riedel;1766,1959;17
Fliesenleger;Grodon;1098;17
Fliesenleger;Andre UG;0;17
Fliesenleger;Riedel;1766,1959;18
Fliesenleger;Grodon;1098;18
Fliesenleger;Andre UG;0;18
Fliesenleger;Riedel;1766,1959;19
Fliesenleger;Grodon;1098;19
Fliesenleger;Andre UG;0;19
Fliesenleger;Herrmann;0;20
Fliesenleger;Andre UG;0;20
Fliesenleger;Riedel;1766,1959;20
Fliesenleger;Herrmann;0;21
Fliesenleger;Andre UG;0;21
Fliesenleger;Riedel;1766,1959;21
Fliesenleger;Herrmann;0;22
Fliesenleger;Andre UG;0;22
Fliesenleger;Riedel;1766,1959;22
Fliesenleger;Herrmann;0;23
Fliesenleger;Andre UG;0;23
Fliesenleger;Riedel;1766,1959;23
Fliesenleger;Herrmann;0;24
Fliesenleger;Andre UG;0;24
Fliesenleger;Riedel;1766,1959;24
Fliesenleger;Herrmann;0;25
Fliesenleger;Andre UG;0;25
Fliesenleger;Riedel;1766,1959;25
Fliesenleger;Hahn;263,1429;26
Fliesenleger;Riedel;1766,1959;26
Fliesenleger;Andre UG;0;26
Fliesenleger;Civic;1860;26
Fliesenleger;Hahn;263,1429;27
Fliesenleger;Riedel;1766,1959;27
Fliesenleger;Andre UG;0;27
Fliesenleger;Civic;1860;27
Fliesenleger;Hahn;263,1429;28
Fliesenleger;Riedel;1766,1959;28
Fliesenleger;Andre UG;0;28
Fliesenleger;Civic;1860;28
Fliesenleger;Andre UG;0;29
Fliesenleger;Riedel;1766,1959;29
Fliesenleger;Civic;1860;29
Fliesenleger;Castello;1872;30
Fliesenleger;Riedel;1766,1959;30
Fliesenleger;Andre UG;0;30
Fliesenleger;Civic;1860;30
Fliesenleger;Castello;1872;31
Fliesenleger;Riedel;1766,1959;31
Fliesenleger;Andre UG;0;31
Fliesenleger;Civic;1860;31
Fliesenleger;Castello;1872;32
Fliesenleger;Riedel;1766,1959;32
Fliesenleger;Andre UG;0;32
Fliesenleger;Civic;1860;32
Fliesenleger;Castello;1872;33
Fliesenleger;Riedel;1766,1959;33
Fliesenleger;Andre UG;0;33
Fliesenleger;Pape;1974;33
Fliesenleger;Civic;1860;33
Fliesenleger;Riedel;1766,1959;34
Fliesenleger;Castello;1872;34
Fliesenleger;Andre UG;0;34
Fliesenleger;Pape;1974;34
Fliesenleger;Civic;1860;34
Fliesenleger;Riedel;1766,1959;35
Fliesenleger;Castello;1872;35
Fliesenleger;Andre UG;0;35
Fliesenleger;Civic;1860;35
Fliesenleger;Riedel;1766,1959;36
Fliesenleger;Castello;1872;36
Fliesenleger;Andre UG;0;36
Fliesenleger;Civic;1860;36
Fliesenleger;Riedel;1766,1959;37
Fliesenleger;Castello;1872;37
Fliesenleger;Andre UG;0;37
Fliesenleger;Civic;1860;37
Fliesenleger;Andre UG;0;38
Fliesenleger;Castello;1872;38
Fliesenleger;Riedel;1766,1959;38
Fliesenleger;Civic;1860;38
Fliesenleger;Andre UG;0;39
Fliesenleger;Castello;1872;39
Fliesenleger;Riedel;1766,1959;39
Fliesenleger;Civic;1860;39
Fliesenleger;Castello;1872;40
Fliesenleger;Riedel;1766,1959;40
Fliesenleger;Pape;1974;40
Fliesenleger;Civic;1860;40
Fliesenleger;Castello;1872;41
Fliesenleger;Riedel;1766,1959;41
Fliesenleger;Civic;1860;41
Fliesenleger;Castello;1872;42
Fliesenleger;Riedel;1766,1959;42
Fliesenleger;Pape;1974;42
Fliesenleger;Civic;1860;42
Fliesenleger;Castello;1872;43
Fliesenleger;Riedel;1766,1959;43
Fliesenleger;Civic;1860;43
Fliesenleger;Castello;1872;44
Fliesenleger;Riedel;1766,1959;44
Fliesenleger;Pape;1974;44
Fliesenleger;Civic;1860;44
Fliesenleger;Castello;1872;45
Fliesenleger;Riedel;1766,1959;45
Fliesenleger;Pape;1974;45
Fliesenleger;Civic;1860;45
Fliesenleger;Castello;1872;46
Fliesenleger;Civic;1860;46
Fliesenleger;Riedel;1766,1959;46
Fliesenleger;Pape;1974;46
Fliesenleger;Castello;1872;47
Fliesenleger;Civic;1860;47
Fliesenleger;Riedel;1766,1959;47
Fliesenleger;Castello;1872;48
Fliesenleger;Civic;1860;48
Fliesenleger;Riedel;1766,1959;48
Fliesenleger;Pape;1974;48
Fliesenleger;Castello;1872;49
Fliesenleger;Civic;1860;49
Fliesenleger;Riedel;1766,1959;49
Fliesenleger;Castello;1872;50
Fliesenleger;Riedel;1766,1959;50
Fliesenleger;Pape;1974;50
Fliesenleger;Civic;1860;50
Fliesenleger;Castello;1872;51
Fliesenleger;Riedel;1766,1959;51
Fliesenleger;Pape;1974;51
Fliesenleger;Civic;1860;51
Fliesenleger;Castello;1872;52
Fliesenleger;Riedel;1766,1959;52
Fliesenleger;Civic;1860;52
Fliesenleger;Castello;1872;53
Fliesenleger;Riedel;1766,1959;53
Fliesenleger;Civic;1860;53
Fliesenleger;Castello;1872;54
Fliesenleger;Zell;1120;54
Fliesenleger;Riedel;1766,1959;54
Fliesenleger;Civic;1860;54
Fliesenleger;Castello;1872;55
Fliesenleger;Zell;1120;55
Fliesenleger;Riedel;1766,1959;55
Fliesenleger;Civic;1860;55
Fliesenleger;Castello;1872;56
Fliesenleger;Riedel;1766,1959;56
Fliesenleger;Civic;1860;56
Fliesenleger;Castello;1872;57
Fliesenleger;Riedel;1766,1959;57
Fliesenleger;Pape;1974;57
Fliesenleger;Civic;1860;57
Fliesenleger;Castello;1872;58
Fliesenleger;Riedel;1766,1959;58
Fliesenleger;Pape;1974;58
Fliesenleger;Civic;1860;58
Fliesenleger;Castello;1872;59
Fliesenleger;Riedel;1766,1959;59
Fliesenleger;Pape;1974;59
Fliesenleger;Civic;1860;59
Fliesenleger;Civic;1860;60
Fliesenleger;Meindl;1240;60
Fliesenleger;Riedel;1766,1959;60
Fliesenleger;Castello;1872;60
Fliesenleger;Civic;1860;61
Fliesenleger;Meindl;1240;61
Fliesenleger;Riedel;1766,1959;61
Fliesenleger;Castello;1872;61
Fliesenleger;Civic;1860;62
Fliesenleger;Meindl;1240;62
Fliesenleger;Riedel;1766,1959;62
Fliesenleger;Castello;1872;62
Fliesenleger;Civic;1860;63
Fliesenleger;Meindl;1240;63
Fliesenleger;Riedel;1766,1959;63
Fliesenleger;Castello;1872;63
Fliesenleger;Civic;1860;64
Fliesenleger;Meindl;1240;64
Fliesenleger;Riedel;1766,1959;64
Fliesenleger;Castello;1872;64
Fliesenleger;Civic;1860;65
Fliesenleger;Castello;1872;65
Fliesenleger;Riedel;1766,1959;65
Fliesenleger;Zell;1120;66
Fliesenleger;Meindl;1240;66
Fliesenleger;Riedel;1766,1959;66
Fliesenleger;Civic;1860;66
Fliesenleger;Castello;1872;66
Fliesenleger;Zell;1120;67
Fliesenleger;Meindl;1240;67
Fliesenleger;Riedel;1766,1959;67
Fliesenleger;Civic;1860;67
Fliesenleger;Castello;1872;67
Fliesenleger;Coli-Dicht;0;68
Fliesenleger;Meindl;1240;68
Fliesenleger;Riedel;1766,1959;68
Fliesenleger;Civic;1860;68
Fliesenleger;KW Homedesign;0;68
Fliesenleger;Castello;1872;68
Fliesenleger;Coli-Dicht;0;69
Fliesenleger;Meindl;1240;69
Fliesenleger;Riedel;1766,1959;69
Fliesenleger;Civic;1860;69
Fliesenleger;KW Homedesign;0;69
Fliesenleger;Castello;1872;69
Fliesenleger;Schöck;1500;70
Fliesenleger;Dermer;1444;70
Fliesenleger;Meindl;1240;70
Fliesenleger;Tokmak;1973;70
Fliesenleger;KW Homedesign;0;70
Fliesenleger;Castello;1872;70
Fliesenleger;Civic;1860;70
Fliesenleger;Dermer;1444;71
Fliesenleger;Schöck;1500;71
Fliesenleger;Meindl;1240;71
Fliesenleger;Tokmak;1973;71
Fliesenleger;KW Homedesign;0;71
Fliesenleger;Castello;1872;71
Fliesenleger;Civic;1860;71
Fliesenleger;Schöck;1500;72
Fliesenleger;Tokmak;1973;72
Fliesenleger;Meindl;1240;72
Fliesenleger;Castello;1872;72
Fliesenleger;KW Homedesign;0;72
Fliesenleger;Civic;1860;72
Fliesenleger;Schöck;1500;73
Fliesenleger;Dermer;1444;73
Fliesenleger;Meindl;1240;73
Fliesenleger;Tokmak;1973;73
Fliesenleger;KW Homedesign;0;73
Fliesenleger;Castello;1872;73
Fliesenleger;Civic;1860;73
Fliesenleger;Coli-Dicht;0;74
Fliesenleger;Dermer;1444;74
Fliesenleger;Meindl;1240;74
Fliesenleger;Tokmak;1973;74
Fliesenleger;KW Homedesign;0;74
Fliesenleger;Castello;1872;74
Fliesenleger;Civic;1860;74
Fliesenleger;Militano;1407;75
Fliesenleger;Riedel;1766,1959;75
Fliesenleger;Meindl;1240;75
Fliesenleger;Tokmak;1973;75
Fliesenleger;KW Homedesign;0;75
Fliesenleger;Castello;1872;75
Fliesenleger;Civic;1860;75
Fliesenleger;Meindl;1240;76
Fliesenleger;Riedel;1766,1959;76
Fliesenleger;Tokmak;1973;76
Fliesenleger;KW Homedesign;0;76
Fliesenleger;Castello;1872;76
Fliesenleger;Civic;1860;76
Fliesenleger;Bähr;1770;77
Fliesenleger;Meindl;1240;77
Fliesenleger;Riedel;1766,1959;77
Fliesenleger;Civic;1860;77
Fliesenleger;KW Homedesign;0;77
Fliesenleger;Castello;1872;77
Fliesenleger;Tokmak;1973;78
Fliesenleger;Meindl;1240;78
Fliesenleger;Riedel;1766,1959;78
Fliesenleger;Civic;1860;78
Fliesenleger;KW Homedesign;0;78
Fliesenleger;Castello;1872;78
Fliesenleger;Bähr;1770;79
Fliesenleger;Meindl;1240;79
Fliesenleger;Riedel;1766,1959;79
Fliesenleger;Civic;1860;79
Fliesenleger;KW Homedesign;0;79
Fliesenleger;Castello;1872;79
Fliesenleger;Meindl;1240;80
Fliesenleger;Riedel;1766,1959;80
Fliesenleger;Castello;1872;80
Fliesenleger;Civic;1860;80
Fliesenleger;KW Homedesign;0;80
Fliesenleger;Meindl;1240;81
Fliesenleger;Riedel;1766,1959;81
Fliesenleger;Castello;1872;81
Fliesenleger;Civic;1860;81
Fliesenleger;KW Homedesign;0;81
Fliesenleger;Meindl;1240;82
Fliesenleger;Riedel;1766,1959;82
Fliesenleger;Castello;1872;82
Fliesenleger;Civic;1860;82
Fliesenleger;KW Homedesign;0;82
Fliesenleger;Meindl;1240;83
Fliesenleger;Riedel;1766,1959;83
Fliesenleger;Castello;1872;83
Fliesenleger;Civic;1860;83
Fliesenleger;KW Homedesign;0;83
Fliesenleger;Meindl;1240;84
Fliesenleger;Riedel;1766,1959;84
Fliesenleger;Castello;1872;84
Fliesenleger;Civic;1860;84
Fliesenleger;KW Homedesign;0;84
Fliesenleger;Meindl;1240;85
Fliesenleger;Riedel;1766,1959;85
Fliesenleger;Castello;1872;85
Fliesenleger;Civic;1860;85
Fliesenleger;KW Homedesign;0;85
Fliesenleger;Meindl;1240;86
Fliesenleger;Riedel;1766,1959;86
Fliesenleger;Castello;1872;86
Fliesenleger;Civic;1860;86
Fliesenleger;KW Homedesign;0;86
Fliesenleger;Meindl;1240;87
Fliesenleger;Riedel;1766,1959;87
Fliesenleger;Castello;1872;87
Fliesenleger;Civic;1860;87
Fliesenleger;KW Homedesign;0;87
Fliesenleger;Meindl;1240;88
Fliesenleger;Riedel;1766,1959;88
Fliesenleger;Castello;1872;88
Fliesenleger;Civic;1860;88
Fliesenleger;KW Homedesign;0;88
Fliesenleger;Meindl;1240;89
Fliesenleger;Riedel;1766,1959;89
Fliesenleger;Castello;1872;89
Fliesenleger;Civic;1860;89
Fliesenleger;KW Homedesign;0;89
Fliesenleger;Meindl;1240;90
Fliesenleger;Kleslo;1711;90
Fliesenleger;Riedel;1766,1959;90
Fliesenleger;Castello;1872;90
Fliesenleger;KW Homedesign;0;90
Fliesenleger;Civic;1860;90
Fliesenleger;Meindl;1240;91
Fliesenleger;Kleslo;1711;91
Fliesenleger;Riedel;1766,1959;91
Fliesenleger;Castello;1872;91
Fliesenleger;KW Homedesign;0;91
Fliesenleger;Civic;1860;91
Fliesenleger;Meindl;1240;92
Fliesenleger;Kleslo;1711;92
Fliesenleger;Riedel;1766,1959;92
Fliesenleger;Castello;1872;92
Fliesenleger;KW Homedesign;0;92
Fliesenleger;Civic;1860;92
Fliesenleger;Meindl;1240;93
Fliesenleger;Kleslo;1711;93
Fliesenleger;Riedel;1766,1959;93
Fliesenleger;Castello;1872;93
Fliesenleger;KW Homedesign;0;93
Fliesenleger;Civic;1860;93
Fliesenleger;Meindl;1240;94
Fliesenleger;Riedel;1766,1959;94
Fliesenleger;Castello;1872;94
Fliesenleger;Civic;1860;94
Fliesenleger;KW Homedesign;0;94
Fliesenleger;Meindl;1240;95
Fliesenleger;Riedel;1766,1959;95
Fliesenleger;Castello;1872;95
Fliesenleger;Civic;1860;95
Fliesenleger;Meindl;1240;96
Fliesenleger;Riedel;1766,1959;96
Fliesenleger;Castello;1872;96
Fliesenleger;Civic;1860;96
Fliesenleger;Meindl;1240;97
Fliesenleger;Riedel;1766,1959;97
Fliesenleger;Castello;1872;97
Fliesenleger;Civic;1860;97
Fliesenleger;Riedel;1766,1959;98
Fliesenleger;Meindl;1240;98
Fliesenleger;Castello;1872;98
Fliesenleger;Civic;1860;98
Fliesenleger;Riedel;1766,1959;99
Fliesenleger;Meindl;1240;99
Fliesenleger;Castello;1872;99
Fliesenleger;Civic;1860;99
Fliesenleger;Silano;1727;LUX
Maler;Modsching;811;01
Maler;Grießbach;945;01
Maler;Materne;1917;01
Maler;A&O Voichuk;0;01
Maler;Modsching;811;02
Maler;Grießbach;945;02
Maler;Materne;1917;02
Maler;A&O Voichuk;0;02
Maler;Modsching;811;03
Maler;Grießbach;945;03
Maler;Materne;1917;03
Maler;A&O Voichuk;0;03
Maler;Modsching;811;04
Maler;Grießbach;945;04
Maler;Materne;1917;04
Maler;A&O Voichuk;0;04
Maler;Modsching;811;05
Maler;Grießbach;945;05
Maler;Materne;1917;05
Maler;A&O Voichuk;0;05
Maler;Modsching;811;06
Maler;Grießbach;945;06
Maler;Materne;1917;06
Maler;A&O Voichuk;0;06
Maler;Modsching;811;07
Maler;Grießbach;945;07
Maler;Materne;1917;07
Maler;A&O Voichuk;0;07
Maler;Modsching;811;08
Maler;Grießbach;945;08
Maler;Materne;1917;08
Maler;A&O Voichuk;0;08
Maler;Modsching;811;09
Maler;Grießbach;945;09
Maler;Materne;1917;09
Maler;A&O Voichuk;0;09
Maler;Modsching;811;10
Maler;Schmidt;1137,1443;10
Maler;Materne;1917;10
Maler;A&O Voichuk;0;10
Maler;Modsching;811;11
Maler;Schmidt;1137,1443;11
